menu_a,menu_b,similarity_score,is_confusable,confusion_score,reason,suggestion
i豆/查i豆,i豆/赚i豆,0.8903456423018774,True,7.0,两个子意图同属同一顶级菜单名称'i豆'，但'查i豆'聚焦静态余额查询，'赚i豆'指向动态获取行为；二者在用户认知中易产生功能归属混淆——例如用户可能误以为'查i豆'包含获取途径，或'赚i豆'界面会显示当前余额；且'查/赚'动词层级未体现清晰的功能边界（如未用'余额查询'vs'活动参与'等无歧义命名），缺乏统一的语义粒度和分类逻辑；描述中虽有区分说明，但菜单层级本身未通过命名或结构隔离核心能力维度（查询类 vs 行为类），增加前端交互和语音识别歧义风险。,将顶级菜单按功能维度重构：如'我的i豆'（含余额、明细、兑换等查询与管理类）与'i豆活动'（含赚取、任务、抽奖等参与类）分离；或保持'i豆'一级菜单，但子意图命名强化类型标识，如'查询→i豆余额'、'参与→赚取i豆'，并在UI/语音入口处添加图标或副标签明确区分静态信息与主动行为。
i豆/查i豆,i豆/花i豆,0.9258712486880911,True,3.0,两个子意图名称均为'查i豆'和'花i豆'，使用相同的菜单名称'i豆'，容易导致用户混淆，特别是在没有明确区分的情况下，可能会误操作或误解功能。,建议为菜单A和菜单B分别设置更清晰的子意图名称，例如'查i豆余额'和'花i豆兑换'，以明确区分其功能。
i豆/查i豆,i豆/i豆明细,0.9309054232872133,True,7.0,菜单名称完全相同，均为'i豆'，但子意图功能不同（余额查询 vs 明细查询），用户可能混淆导致误操作。,建议差异化菜单名称，如菜单A改为'i豆余额'、菜单B改为'i豆明细'；或统一使用'i豆'作为主菜单，通过子意图名称明确区分。
i豆/查i豆,理财/理财产品推荐,0.8723143639803507,False,0.0,两个菜单在命名、意图层级和业务范畴上完全正交：'i豆'是积分类权益体系，属客户忠诚度/奖励机制；'理财'是资产配置与投资服务，属财富管理范畴。子意图'查i豆'聚焦静态余额查询，与'理财产品推荐'（主动个性化推荐、含风险偏好采集、排除基金推荐）在目标、行为、输入要素、输出结果上均无语义重叠或边界模糊点；描述中均已明确区分关键边界（如'注意与i豆明细区分''用户寻求推荐基金不属于此意图'），定义清晰、互斥性强。,无需调整，当前定义已足够严谨。可进一步强化菜单层级隔离（如将'i豆'置于'权益中心'下，'理财'置于'财富管理'下），但非必要。
i豆/查i豆,理财/查持仓,0.8987410901471509,True,2.0,菜单A的子意图'查i豆'仅指查询当前i豆余额，而菜单B的子意图'查持仓'涉及理财产品状态，两者在功能上存在差异。但若用户未明确区分i豆和理财产品，可能会因相似的查询行为产生混淆，尤其是涉及'查询'这一操作时。,建议在菜单B的描述中增加'仅限理财产品'的提示，或在菜单A的描述中明确'仅限余额'，以减少用户理解上的歧义。
i豆/查i豆,薪资服务/电子工资单,0.8801974381211324,False,0.0,两个菜单的主题和内容完全不同：菜单A针对'i豆'余额查询，菜单B针对'薪资服务'工资单查询，在名称、子意图、描述及业务领域上均无重叠或相似性，用户意图清晰可区分。,
i豆/查i豆,薪资服务/工资明细,0.8865787658060792,True,7.0,菜单A中'查i豆'明确区分了余额（静态快照）与明细（动态流水），强调'仅为查询当前余额'，而菜单B中'工资明细'名称虽含'明细'，但实际描述完全偏离传统'明细'语义——它不展示逐笔入账记录，而是聚焦多维度趋势分析、对比、洞察等高级分析功能，本质上属于'薪资分析报告'而非'明细查询'。用户基于'明细'一词的常规认知（如交易明细、流水明细）会预期看到时间序列的逐条工资入账记录，但实际交付的是聚合性、模型化、解释性的分析结果，造成语义严重错配和预期落差；且'工资明细'与银行常见术语'工资流水'或'入账明细'存在概念冲突，易引发用户操作困惑和客服咨询偏差。,将菜单B子意图名称由'工资明细'改为'薪资分析报告'或'工资趋势洞察'，并在描述首句明确其非流水类明细，例如：'提供多卡工资趋势分析与收入洞察（非逐笔入账明细）'，同时在UI中通过图标/标签视觉区分分析类服务与流水类服务。
i豆/查i豆,快速转账/发起转账请求,0.8953639301675799,False,0.0,菜单A和菜单B在功能和子意图上没有直接冲突或混淆风险。菜单A用于查询i豆余额，菜单B用于发起转账请求，两者属于不同的金融操作类别，用户意图区分明确。,无需调整，两者功能清晰且无混淆风险。
i豆/查i豆,快速转账/取消/暂停转账请求,0.8953639301675799,False,0.0,菜单A（i豆查询余额）与菜单B（快速转账的取消/暂停）在功能、名称和意图上完全不同，无相似性或重叠，不存在定义混淆风险。,无需修改，但建议为菜单B补充描述以明确其功能，进一步提升用户体验。
i豆/查i豆,快速转账/提供收款信息，如收款卡、收款人手机、收款银行,0.8953639301675799,True,8.0,菜单B的子意图名称'提供收款信息，如收款卡、收款人手机、收款银行'并非一个用户可执行的操作意图，而是转账流程中的输入要素或前置条件；它既非标准功能菜单名（如'转账汇款'），也非明确用户目标（如'向手机号转账'），易与实际业务动作（如'发起转账'、'查询收款方信息'）混淆。同时，该名称缺乏动词引导，语义模糊，易被误读为信息录入界面或数据采集任务，而非独立子意图，存在严重定义混淆风险。,将子意图名称改为明确动作导向的短语，例如'选择收款方式'或'输入收款信息'，并在描述中说明其在转账流程中的定位（如'用于在快速转账过程中录入收款方信息'），确保与主菜单'快速转账'形成清晰的'动作-步骤'层级关系。
i豆/查i豆,快速转账/提供付款卡信息，如卡号、卡尾号、卡别名/备注,0.8953639301675799,False,0.0,菜单A和菜单B的功能和意图明显不同，菜单A是查询i豆余额，菜单B是提供付款卡信息，二者不存在定义混淆风险。,
i豆/查i豆,快速转账/提供转账金额,0.8953639301675799,False,0.0,菜单A的'i豆'是积分余额查询功能，菜单B的'快速转账'是资金转账操作，两者主题、操作类型和用户意图完全不同，不存在定义重叠或混淆风险。,建议补充菜单B的描述以明确其功能，但无需针对菜单A进行修改。
i豆/查i豆,快速转账/修改收款信息，如收款卡、收款人手机、收款银行,0.8953639301675799,True,0.85,子意图名称'修改收款信息，如收款卡、收款人手机、收款银行'与菜单名称'快速转账'存在严重语义错位：菜单名强调'转账动作的快捷性'，而子意图实际描述的是'收款方信息维护'，属于账户管理/设置类功能，与转账操作本身无直接流程关联；且该操作既不触发转账，也不属于转账前必要步骤（如收款信息可预先设置），易导致用户误以为进入转账流程后需修改收款信息，或混淆'快速转账'与'收款方管理'两个独立业务域。,将该子意图移出'快速转账'菜单，归入'收款方管理'或'常用收款人设置'等更匹配的菜单下；若确需在转账流程中支持编辑收款信息，应明确标注为'转账中编辑收款人'并作为辅助操作入口，而非主子意图。
i豆/查i豆,快速转账/修改付款卡信息，如卡号、卡尾号、卡别名/备注,0.8953639301675799,False,0.0,菜单A和菜单B的功能和子意图名称无直接关联，一个用于查询i豆余额，另一个用于修改付款卡信息，两者属于不同业务类别，不存在定义混淆风险。,
i豆/查i豆,快速转账/修改转账金额,0.8953639301675799,False,0.0,两个菜单在功能领域、操作类型和用户意图上无重叠：菜单A专注于i豆余额查询（查询类），菜单B专注于快速转账中的金额修改（交易操作类），主题与上下文完全不同。,当前设计清晰，无混淆风险，建议保持原样。
i豆/查i豆,FAQ/基础概念咨询与科普,0.8638347665096499,False,0.0,两个菜单在名称、功能范畴和用户意图上无重叠：'i豆'是具体积分资产类功能，聚焦账户余额查询；'FAQ'中的'基础概念咨询与科普'属于知识型服务，面向术语定义解释。二者领域（资产查询 vs. 知识问答）、对象（数值余额 vs. 概念定义）、交互目的（查余额 vs. 求解释）均显著不同，不存在语义或操作层面的混淆风险。,无需修改，当前命名清晰、边界明确。
i豆/查i豆,FAQ/平台/系统/APP操作指导,0.8862974429387563,False,0.0,菜单A和菜单B的功能和意图完全不同，菜单A用于查询i豆余额，菜单B用于提供操作指导，二者不存在定义混淆风险。,无需调整，两个菜单意图清晰且无重叠。
i豆/查i豆,FAQ/基金/理财相关的申购、赎回、费用规则咨询,0.8902310901065734,False,0.0,两个菜单主题和用途完全不同：菜单A专用于i豆余额查询，菜单B专用于基金/理财规则咨询，无语义或功能重叠。,保持现有设计，混淆风险低。
i豆/查i豆,FAQ/业务政策咨询,0.882361570994446,False,0.0,菜单A（i豆）聚焦于账户余额查询，属具体金融权益类操作；菜单B（FAQ）为通用知识型咨询入口，子意图‘业务政策咨询’明确指向规则、资质等非交易性信息。二者在命名、领域、意图粒度和用户预期上均无重叠或歧义，不存在定义混淆风险。,
i豆/查i豆,FAQ/基金/理财收益与分红计算规则咨询,0.8722877455111612,False,0.0,菜单A和菜单B的功能与意图明显不同，一个用于查询i豆余额，另一个用于咨询基金/理财相关的收益和分红计算规则，不存在定义混淆风险。,
i豆/查i豆,FAQ/账户注册、登录、绑定方法咨询,0.8854177510761037,False,0.0,菜单A（i豆余额查询）与菜单B（账户注册、登录、绑定方法咨询）在功能主题、用户意图和描述内容上均无重叠：前者针对特定余额查询，后者针对账户操作问题，定义明确且无歧义。,
i豆/查i豆,还款追问/还款类型追问,0.8953639301675799,True,7.0,菜单A中'查i豆'明确区分了余额查询与明细查询，定义清晰；而菜单B中'还款追问'与子意图'还款类型追问'存在语义冗余和层级混淆——'追问'本身是交互行为而非业务实体，'还款类型追问'未说明触发前提（如用户已发起还款但信息不全）、缺乏业务目标定义（是为确定还款方式？账户？金额？），且名称含过程性动词（追问），易与客服对话系统中的'追问意图'混淆，无法独立表征明确、可执行的业务功能。相较菜单A的原子化、状态导向定义，菜单B缺乏业务对象、动作边界和结果定义，存在显著定义混淆风险。,将'还款追问'改为明确业务对象+动作的命名，例如'选择还款方式'；子意图'还款类型追问'应重构为'确认还款方式'或'指定还款账户'，并补充描述：'当用户需在多种还款渠道（如借记卡、余额宝、公积金）中选定具体方式时触发，输出选定渠道及关联账户信息'。
i豆/查i豆,其他/账户管理（包括查余额和查明细）,0.8953639301675799,True,2.0,菜单A和菜单B的子意图存在功能重叠风险，菜单B的子意图'账户管理（包括查余额和查明细）'包含了菜单A的'查i豆'功能，可能导致用户混淆两者之间的区别。,建议将菜单B的子意图拆分为独立的'查余额'和'查明细'，以明确区分功能，避免用户误解。
i豆/查i豆,其他/缴费,0.8953639301675799,False,0.0,菜单A（i豆）和菜单B（其他）在名称、子意图和功能上均无明显重叠：'i豆'专指余额查询，强调与明细区分；'其他'下的'缴费'为支付功能，语义和用途差异大。,菜单B描述为空，建议补充'缴费'的具体功能描述，以增强用户理解。
i豆/查i豆,其他/贷款（贷款办理、贷款还款）,0.8953639301675799,True,0.85,菜单B中子意图名称'贷款（贷款办理、贷款还款）'存在功能聚合歧义：'贷款办理'与'贷款还款'属于完全相反的业务方向（贷入 vs 还出），且均需独立身份验证、风控流程和界面路径；将其强行合并为同一子意图，易导致用户意图识别错误、对话系统路由失败或操作误触。相比之下，菜单A定义清晰（仅查余额，明确区分于明细），无混淆风险。菜单B的命名违反'单一职责原则'，违背银行菜单设计中'一个子意图对应一个原子业务动作'的最佳实践。,将'贷款（贷款办理、贷款还款）'拆分为两个独立子意图：'办理贷款'和'还款'，各自配备明确描述、独立业务路径及风控策略；避免在名称中用括号堆砌多义动作。
i豆/查i豆,其他/信用卡（信用卡办理、还款等）,0.8953639301675799,True,1.0,菜单A的子意图'查i豆'仅用于查询当前i豆余额，而菜单B的子意图'信用卡'涉及信用卡办理和还款等操作，两者在功能上无直接关联，但可能存在用户对菜单层级或意图分类的误解，导致混淆。,建议将菜单A和菜单B明确分开，避免用户误以为'其他'包含i豆相关操作。同时，为菜单B添加更具体的描述以增强区分度。
i豆/查i豆,其他/资产管理（资产分析、资产诊断等）,0.8953639301675799,False,0.0,菜单A主题明确，专注于i豆余额查询，且与i豆明细区分清晰；菜单B子意图指向资产管理，功能范围不同，两者名称无相似性，定义不重叠，因此无混淆风险。,菜单B描述为空，建议补充具体描述，以明确资产管理涵盖的内容，增强用户理解。
i豆/查i豆,其他/渠道管理，如U盾、密码管理、注册手机银行等,0.8953639301675799,True,0.85,菜单B中子意图名称'渠道管理，如U盾、密码管理、注册手机银行等'语义宽泛、边界模糊，且将物理安全工具（U盾）、认证要素（密码）、服务开通（注册手机银行）混为一类，缺乏统一业务逻辑归类；同时'渠道管理'在银行语境中通常指代渠道接入、渠道配置或渠道运营（面向机构/后台），与面向客户的U盾/密码/手机银行开通等'客户服务与安全认证管理'功能存在显著语义错位，易引发用户理解偏差和客服/系统意图识别混淆。菜单A虽有明确定义，但对比之下更凸显B的不专业命名，加剧整体菜单体系的定义不一致风险。,将菜单B子意图重构为清晰、单一职责的命名，例如：'安全工具与认证管理'，并拆分具体子项（如'U盾管理'、'密码设置与重置'、'手机银行开通与注销'）；避免使用'渠道管理'这一面向后台的术语；建议将此类高敏感、高频操作单独设立一级菜单（如'账户安全'），而非归入模糊的'其他'。
i豆/查i豆,其他/存款,0.8953639301675799,True,2.0,菜单A的子意图'查i豆'仅用于查询当前i豆余额，而菜单B的子意图'存款'属于操作类功能，两者在功能性质和用户意图上存在明显差异，但名称上可能让用户误认为是同一类功能，存在混淆风险。,建议将菜单B的子意图名称改为更明确的操作类名称，如'存款操作'或'资金转入'，以避免与查询类菜单混淆。
i豆/查i豆,其他/外汇,0.8953639301675799,False,0.0,菜单A（i豆）与菜单B（其他-外汇）主题明确不同：前者为余额查询，后者为外汇服务，无定义重叠。菜单A已清晰区分余额与明细查询，菜单B子意图虽描述为空但名称指向独立功能，无混淆基础。,建议补充菜单B（外汇）的描述内容，以提升整体菜单清晰度，但当前不影响与菜单A的混淆风险。
i豆/查i豆,其他/担保,0.8953639301675799,True,7.0,菜单A中'查i豆'明确区分了余额与明细，体现了清晰的意图边界和术语定义；而菜单B中'其他'作为顶层菜单名称过于宽泛、无业务指向性，'担保'作为子意图名称缺乏上下文（如担保贷款？担保查询？担保办理？），且未提供任何描述，无法判断其具体功能范畴，易与信贷、风控、合同、保证金等相近业务意图混淆；同时'其他'与'担保'之间逻辑断裂——担保是明确业务类型，不应归类于'其他'，存在归类错误和语义冲突，显著增加用户理解成本和交互歧义风险。,将菜单B更名为具业务属性的名称（如'信贷服务'或'担保业务'），子意图'担保'补充完整描述（例如：'办理/查询个人贷款担保相关信息及状态'），并移出'其他'分类，确保菜单层级语义一致、意图原子化且可区分。
i豆/查i豆,其他/托管,0.8953639301675799,True,3.0,菜单B的子意图名称'托管'与菜单A的名称'i豆'在语义上无直接关联，但都属于金融相关功能，可能引发用户对功能归属的混淆，尤其是在没有明确区分的情况下。,建议为菜单B的子意图'托管'增加更明确的描述，如'托管服务'或'托管账户'，以避免与'i豆'相关功能混淆。
i豆/查i豆,其他/保险代理,0.8953639301675799,False,0.0,菜单A主题为i豆余额查询，菜单B主题为保险代理，内容领域完全不同；菜单A有明确描述区分功能，菜单B子意图名称清晰，无语义重叠或歧义。,
i豆/查i豆,其他/证券,0.8953639301675799,True,8.0,菜单A中'i豆'是银行自有积分品牌，语义明确、具象；菜单B中'其他'为泛化兜底类目，而子意图名称'证券'属独立金融业务板块，与'其他'存在严重逻辑冲突——证券业务通常属于核心高频服务（如开户、交易、查询），不应归入'其他'，易导致用户认知混乱、路径迷失及系统意图识别歧义；同时'证券'与'i豆'在业务属性（投资理财 vs 积分权益）、用户心智（专业性强 vs 轻量权益）上无关联，但因同处菜单层级可能引发横向对比困惑，构成跨菜单定义混淆风险。,将'证券'从'其他'菜单中移出，设立独立一级菜单'证券'或归入'投资理财'等语义一致的上位类目；'其他'仅保留真正低频、非标、无法归类的服务项。
i豆/查i豆,其他/债券,0.8953639301675799,False,0.0,菜单A和菜单B属于不同功能类别，菜单A涉及i豆余额查询，而菜单B是其他功能的入口，两者在语义和功能上无直接关联，不存在定义混淆风险。,无需调整，两个菜单定义清晰，无混淆可能。
i豆/查i豆,默认分类/寻求情感安慰或共情,0.8953639301675799,False,0.0,菜单A涉及金融查询（i豆余额），菜单B涉及情感支持，两者主题、用途和上下文完全无重叠，定义清晰，无混淆风险。,菜单B描述为空，建议补充以明确意图，但当前无混淆问题。
